iter
0
1	2882	2879343
2	4430	2949203
3	6197	3092664
4	7883	3145400
5	9236	3069621
6	10701	3047003
7	12067	3004699
8	13679	3026204
9	15300	3044836
10
11	18103	2999128
12	19602	2996122
13	21448	3042591
14
15	24149	2994498
16	25756	3004412
17	27034	2976744
18	28504	2971970
19
20	31118	2932540
21	32655	2936027
22	34227	2942111
23	35756	2943917
24
25	38126	2894675
26	39646	2897104
27	41251	2905261
28	42924	2917360
29
30	45695	2902370
31
32	48916	2915693
33	50237	2904925
34
35	53145	2899355
36
37	55826	2882426
38	57193	2875807
39
40	60070	2870209
41	61811	2881570
42	63225	2877472
43
44	65950	2865177
45
46	68856	2861194
47
48	72094	2870541
49	73839	2879753
50	75460	2883765
51	77073	2887282
52	78653	2889412
53	80085	2886036
54	81641	2887136
55	83223	2889033
56	84845	2892191
57	86457	2894841
58	88023	2895837
59	89678	2899590
60	91364	2904189
61	92950	2905458
62	94575	2907810
63	96200	2910063
64	97993	2917205
65	99641	2919794
66	101227	2920482
67	102775	2920030
68	104454	2923211
69	106199	2928076
70	107877	2930931
71	109483	2931725
72	111331	2938846
73	113123	2944258
74	114767	2945695
75	116454	2948138
76	118025	2947574
77	119755	2950888
78	121618	2957336
79	123283	2958815
80	124863	2958179
81	126636	2962056
82	128296	2963193
83	129985	2964909
84	131817	2969765
85
86	134878	2965782
87	136712	2970389
88	138502	2973915
89	140056	2972315
90	141879	2976360
91	143712	2980482
92	145582	2985223
93	147419	2989160
94	149308	2994028
95	151323	3001257
96	153132	3004238
97	155113	3010475
98	157182	3018212
99	159311	3026914
100	161284	3032475
101	163253	3037796
102
103
104	168355	3038411
105	170370	3044169
106	172352	3049182
107	174270	3052956
108	176150	3055975
109	178076	3059679
110	180106	3065047
111	182147	3070481
112	184085	3074070
113	185977	3076791
114	187841	3078968
115	189688	3080800
116	191601	3083644
117	193591	3087620
118
119	196868	3084277
120	198315	3079634
121
122
123	203164	3073685
124	205120	3076811
125	206724	3074614
126	208573	3076050
127	210610	3080185
128
129	213871	3076460
130	215706	3077519
131
132	219290	3078305
133	221187	3080115
134	223176	3083141
135	224911	3082609
136	226962	3086360
137	228803	3087183
138	230803	3090106
139	232850	3093590
140	234782	3095459
141	236594	3095716
142	238672	3099407
143	240686	3102176
144	242558	3103070
145	244622	3106368
146	246438	3106470
147	248330	3107488
148
149	251516	3102037
150	253433	3103299
151	255273	3103589
152	257271	3105752
153	258867	3103045
154	260827	3104689
155	262735	3105666
156	264579	3105856
157	266389	3105627
158	268237	3105821
159	269931	3104211
160	271884	3105556
161	273835	3106851
162	275686	3106974
163	277622	3108016
164	279568	3109145
165	281593	3111094
166	283436	3111011
167
168	286666	3105834
169	288563	3106297
170
171	291724	3100416
172	293360	3098091
173	295244	3098371
174
175	298465	3093186
176	300055	3090399
177
178	303192	3084429
179	304930	3083186
180
181
182	309652	3074528
183	311315	3072549
184
185	314393	3066185
186	316137	3065012
187	317780	3062861
188	319705	3063419
189	321473	3062453
190	322812	3057427
191	324677	3057375
192	326790	3059635
193
194	330261	3057034
195	331859	3054461
196	333483	3052136
197	335186	3050531
198
199	338590	3047310
200	340231	3045157
201
202	343069	3036928
203	344874	3036251
204	346683	3035597
205	348763	3037288
206	350609	3036924
207	352166	3034049
208	353821	3032033
209
210	356726	3024567
211	358410	3022820
212
213	361463	3016701
214	363008	3013817
215	364688	3012059
216	366170	3008674
217	367951	3007752
218	369494	3004883
219	371085	3002422
220	372717	3000288
221
222	375823	2994789
223	377430	2992482
224	379145	2991034
225	380926	2990101
226	382473	2987336
227	384434	2987801
228	386278	2987329
229	387905	2985182
230	389812	2985185
231	391469	2983270
232	393267	2982416
233	395098	2981811
234	397071	2982260
235	398954	2982017
236	400718	2980870
237	402279	2978220
238	404028	2976965
239	405799	2975864
240
241	409330	2973566
242	411010	2971790
243
244	414305	2967780
245
246	417341	2961945
247	419288	2962073
248	421287	2962545
249	422844	2959909
250	424765	2959820
251	426687	2959722
252
253	430104	2956545
254	431924	2955716
255
256	435063	2950643
257	436513	2947308
258	438232	2945800
259	440265	2946390
260	441984	2944867
261	443342	2940953
262	445028	2939217
263	446877	2938560
264	448799	2938365
265	450546	2937018
266
267
268	455258	2929561
269
270	458492	2925214
271	460001	2922359
272	461772	2921174
273	463858	2921971
274	465794	2921801
275
276	468524	2914321
277	470227	2912707
278	472096	2912108
279	473759	2910234
280	475293	2907579
281	476877	2905231
282	478141	2900949
283	480036	2900501
284	481474	2897291
285	483435	2897233
286	485284	2896489
287	486945	2894618
288	488697	2893291
289
290	491563	2886878
291
292
293	495326	2874238
294
295	498496	2869720
296
297	501649	2865125
298	503340	2863486
299	505068	2862056
300
301	508231	2857540
302	510126	2857046
303	511905	2855891
304	513890	2855884
305	516038	2856760
306	517801	2855497
307	519428	2853481
308	521237	2852466
309	522829	2850265
310
311
312	527234	2841674
313	528943	2840121
314	530433	2837397
315	532218	2836251
316
317
318	536721	2828304
319	538229	2825707
320
321	540851	2818473
322
323	543523	2811562
324
325	546237	2804915
326
327	549486	2801039
328	551136	2799235
329
330	554446	2795682
331	556284	2794825
332	557902	2792862
333	559542	2791011
334	561447	2790476
335
336	564719	2786733
337	566812	2787108
338
339	569941	2782653
340	571589	2780842
341
342
343	576189	2773749
344	578107	2773240
345
346	581061	2767995
347
348	584107	2763211
349	585680	2761067
350	587316	2759214
351	589081	2757972
352	590793	2756479
353	592474	2754841
354
355
356	596964	2747375
357	598984	2747299
358
359	602115	2742970
360	603819	2741440
361	605837	2741333
362
363	608750	2736030
364
365
366	613581	2730187
367	614919	2727032
368	616656	2725653
369	618563	2725022
370	620378	2723978
371	622183	2722888
372	624204	2722736
373	625932	2721302
374	627577	2719502
375	629555	2719143
376
377
378	634273	2712816
379	635869	2710812
380	637525	2709063
381
382	640753	2705219
383	642539	2704018
384	644107	2701906
385	646062	2701411
386	647970	2700715
387	649701	2699273
388
389	653037	2695874
390
391	656298	2692163
392	658244	2691600
393
394	661105	2686263
395	662957	2685312
396
397	665770	2679808
398
399	669284	2677138
400	671132	2676160
401	672700	2674068
402	674713	2673741
403	676743	2673472
404	678296	2671317
405	680034	2669890
406	681913	2669012
407	683562	2667234
408	685240	2665570
409	687231	2665116
410
411	690023	2659606
412	691933	2658835
413	693779	2657812
414	695539	2656457
415
416	698792	2652731
417	700470	2651063
418	702459	2650567
419	703995	2648365
420	705865	2647414
421
422
423	711261	2643745
424	713265	2643277
425	715213	2642597
426	717057	2641524
427
428	720089	2636972
429	721829	2635518
430
431
432	726732	2630000
433	728835	2629854
434	730626	2628577
435	732329	2626981
436	734014	2625320
437
438
439	739021	2620166
440	740886	2619141
441	742684	2617879
442	744762	2617596
443	747023	2617947
444	748912	2616986
445
446	752405	2614063
447	754285	2613061
448	756098	2611824
449
450
451	761340	2607422
452	763380	2606951
453
454
455	768734	2602907
456	770478	2601417
457	772399	2600522
458	774328	2599651
459	776270	2598820
460	778255	2598124
461	780164	2597171
462	782216	2596687
