iter
0
463	784315	2596354
464	786243	2595448
465	788269	2594862
466	790090	2593596
467	792020	2592682
468	794043	2592068
469	796000	2591235
470	797912	2590249
471	800047	2589985
472	801992	2589096
473	803960	2588279
474	806141	2588139
475	808092	2587252
476	810058	2586414
477	811974	2585408
478	813940	2584559
479	815964	2583889
480	817893	2582911
481	819767	2581757
482	821843	2581235
483	823748	2580171
484	825835	2579671
485	827747	2578622
486	829821	2578068
487	831867	2577424
488	833881	2576678
489	835768	2575531
490	837799	2574826
491	839803	2574032
492	841823	2573282
493	843778	2572329
494	845812	2571612
495	847801	2570754
496	849667	2569516
497	851636	2568589
498	853673	2567864
499	855614	2566842
500	857617	2566005
501	859448	2564649
502	861383	2563599
503	863313	2562534
504	865444	2562057
505	867455	2561221
506	869311	2559926
507	871254	2558881
508	873172	2557761
509	875143	2556793
510	876898	2555190
511	878747	2553858
512	880663	2552721
513	882748	2552071
514	884610	2550770
515	886559	2549718
516	888410	2548381
517	890347	2547288
518	892167	2545857
519	894061	2544636
520	895958	2543422
521	897903	2542339
522	899737	2540942
523	901777	2540121
524	903640	2538799
525	905398	2537180
526	907380	2536188
527	909212	2534775
528	911235	2533889
529	913145	2532687
530	915115	2531647
531	917171	2530840
532	918983	2529361
533	920965	2528342
534	922934	2527288
535	924856	2526100
536	926680	2524643
537	928669	2523633
538	930542	2522304
539	932457	2521088
540	934278	2519617
541	936220	2518468
542	938028	2516955
543	939876	2515551
544	941757	2514234
545	943795	2513330
546	945694	2512054
547	947563	2510696
548	949490	2509491
549	951365	2508145
550	953303	2506963
551	955265	2505840
552	957156	2504530
553	959118	2503402
554	960938	2501903
555	962797	2500501
556	964664	2499121
557	966403	2497408
558	968253	2495979
559	970173	2494733
560	972122	2493555
561	974236	2492796
562	976159	2491546
563	978096	2490330
564	980061	2489182
565	981969	2487888
566	983862	2486552
567	985686	2485041
568	987518	2483548
569	989458	2482326
570	991434	2481191
571	993372	2479956
572	995195	2478436
573	997075	2477054
574	998976	2475724
575	1000900	2474447
576	1002833	2473192
577	1004687	2471740
578	1006763	2470831
579	1008693	2469559
580	1010591	2468208
581	1012571	2467056
582	1014633	2466099
583	1016584	2464870
584	1018521	2463602
585	1020455	2462326
586	1022384	2461038
587	1024540	2460291
588	1026515	2459105
589	1028396	2457693
590	1030258	2456234
591	1032071	2454656
592	1033959	2453256
593	1036045	2452322
594	1038015	2451112
595	1040012	2449962
596	1041805	2448331
597	1043672	2446870
598	1045560	2445460
599	1047626	2444461
600	1049776	2443656
601	1051614	2442120
602	1053584	2440892
603	1055498	2439529
604	1057332	2437982
605	1059241	2436606
606	1061095	2435099
607	1062996	2433702
608	1065059	2432673
609	1067100	2431588
610	1068943	2430052
611	1070914	2428806
612	1072980	2427772
613	1074984	2426593
614	1076820	2425034
615	1078835	2423877
616	1080781	2422563
617	1082686	2421153
618	1084658	2419891
619	1086632	2418632
620	1088515	2417170
621	1090679	2416328
622	1092697	2415159
623	1094739	2414041
624	1096682	2412701
625	1098621	2411352
626	1100554	2409985
627	1102460	2408559
628	1104528	2407486
629	1106401	2405984
630	1108394	2404742
631	1110292	2403291
632	1112278	2402030
633	1114141	2400499
634	1116088	2399150
635	1118036	2397801
636	1119922	2396318
637	1121891	2395009
638	1123848	2393674
639	1125738	2392195
640	1127778	2391030
641	1129804	2389836
642	1131788	2388549
643	1133712	2387132
644	1135658	2385763
645	1137484	2384139
646	1139355	2382609
647	1141443	2381530
648	1143517	2380419
649	1145539	2379197
650	1147424	2377689
651	1149419	2376406
652	1151367	2375027
653	1153343	2373700
654	1155369	2372475
655	1157309	2371074
656	1159270	2369710
657	1161329	2368548
658	1163221	2367041
659	1165194	2365697
660	1167150	2364319
661	1169074	2362873
662	1171074	2361577
663	1173037	2360208
664	1174936	2358706
665	1176774	2357083
666	1178720	2355674
667	1180680	2354290
668	1182644	2352915
669	1184567	2351454
670	1186583	2350177
671	1188474	2348651
672	1190439	2347270
673	1192436	2345950
674	1194482	2344725
675	1196364	2343175
676	1198259	2341649
677	1200227	2340266
678	1202029	2338558
679	1203850	2336885
680	1205829	2335519
681	1207749	2334037
682	1209673	2332562
683	1211637	2331161
684	1213631	2329818
685	1215553	2328334
686	1217382	2326670
687	1219328	2325231
688	1221315	2323867
689	1223122	2322159
690	1225073	2320726
691	1226982	2319209
692	1228824	2317566
693	1230741	2316063
694	1232668	2314578
695	1234574	2313052
696	1236439	2311449
697	1238407	2310037
698	1240407	2308684
699	1242389	2307293
700	1244439	2306029
701	1246429	2304652
702	1248434	2303299
703	1250356	2301792
704	1252228	2300192
705	1254320	2298994
706	1256253	2297503
707	1258180	2296001
708	1260262	2294779
709	1262234	2293356
710	1264152	2291831
711	1265974	2290134
712	1267980	2288766
713	1269993	2287411
714	1271910	2285880
715	1273792	2284287
716	1275860	2283024
717	1277789	2281512
718	1279752	2280059
719	1281628	2278449
720	1283483	2276803
721	1285483	2275413
722	1287397	2273868
723	1289306	2272314
724	1291245	2270810
725	1293155	2269256
726	1295231	2267990
727	1297079	2266325
728	1298987	2264763
729	1301052	2263474
730	1302966	2261921
731	1304844	2260303
732	1306790	2258805
733	1308702	2257245
734	1310743	2255905
735	1312679	2254385
736	1314662	2252942
737	1316652	2251510
738	1318495	2249828
739	1320421	2248285
740	1322338	2246726
741	1324242	2245144
742	1326150	2243568
743	1328032	2241947
744	1330155	2240732
745	1332198	2239378
746	1334075	2237746
747	1336031	2236245
748	1338052	2234851
749	1340029	2233381
750	1341990	2231886
751	1343892	2230290
752	1345877	2228829
753	1347917	2227460
754	1349962	2226097
755	1351743	2224296
756	1353708	2222800
757	1355652	2221267
758	1357549	2219655
759	1359381	2217939
760	1361462	2216625
761	1363398	2215074
762	1365238	2213368
763	1367258	2211951
764	1369171	2210362
765	1371220	2208990
766	1373144	2207414
767	1375156	2205980
768	1377175	2204555
769	1379095	2202971
770	1380942	2201268
771	1382838	2199645
772	1384808	2198136
773	1386746	2196577
774	1388557	2194816
775	1390400	2193105
776	1392549	2191876
777	1394311	2190037
778	1396200	2188396
779	1398102	2186775
780	1399956	2185079
781	1401885	2183499
782	1403898	2182049
783	1405920	2180611
784	1408025	2179300
785	1409992	2177774
786	1411994	2176301
787	1413902	2174682
788	1415810	2173062
789	1417746	2171485
790	1419694	2169924
791	1421661	2168392
792	1423591	2166802
793	1425609	2165346
794	1427495	2163687
795	1429527	2162249
796	1431441	2160632
797	1433423	2159116
798	1435520	2157772
799	1437547	2156321
800	1439440	2154667
801	1441504	2153270
802	1443472	2151726
803	1445440	2150183
804	1447369	2148579
805	1449266	2146928
806	1451294	2145470
807	1453283	2143952
808	1455273	2142436
809	1457268	2140924
810	1459130	2139218
811	1460887	2137357
812	1462746	2135646
813	1464772	2134176
814	1466709	2132577
815	1468781	2131173
816	1470762	2129635
817	1472716	2128057
818	1474591	2126364
819	1476406	2124585
820	1478336	2122970
821	1480243	2121322
822	1482025	2119494
823	1483788	2117639
824	1485765	2116090
825	1487761	2114566
826	1489714	2112981
827	1491584	2111276
828	1493445	2109559
829	1495397	2107970
830	1497423	2106484
831	1499228	2104686
832	1501188	2103105
833	1503111	2101472
834	1505035	2099840
835	1506989	2098248
836	1508830	2096499
837	1511134	2095392
838	1513052	2093747
839	1515019	2092169
