iter	CrossEntropy
185	0.2333256789
186	0.2332145002
187	0.2332123855
188	0.2331742263
189	0.2331702818
190	0.2331685108
191	0.233161592
192	0.2328682344
193	0.2327175708
194	0.2326138728
195	0.2325222007
196	0.232408985
197	0.2323116371
198	0.2322465805
199	0.2322341366
200	0.232136021
201	0.2320116065
202	0.2320064533
203	0.231912115
204	0.231803141
205	0.2317126628
206	0.2315780993
207	0.2315741589
208	0.2315236524
209	0.231452517
210	0.2314490376
211	0.2314465012
212	0.2313504565
213	0.2313044042
214	0.2312633214
215	0.2312568425
216	0.2312535332
217	0.2311956271
218	0.2311949524
219	0.2311526249
220	0.2310954302
221	0.2310126604
222	0.2309662874
223	0.2309657423
224	0.2309609171
225	0.230795786
226	0.2307171688
227	0.2306489592
228	0.2305514091
229	0.2305493067
230	0.2304547043
231	0.2303730015
232	0.2303706491
233	0.2302648587
234	0.2302333244
235	0.2301497436
236	0.2301060014
237	0.2301056105
238	0.2301052428
239	0.2299815648
240	0.2299417312
241	0.2297234361
242	0.2296851976
243	0.2296722332
244	0.2296261867
245	0.2295502236
246	0.2294726423
247	0.2294675023
248	0.2294211703
249	0.2294208772
250	0.2293672516
251	0.2293634357
252	0.2292569509
253	0.2292158712
254	0.229211765
255	0.2291847657
256	0.2291845471
257	0.2291843414
258	0.2291204455
259	0.228864348
260	0.228850653
261	0.2288478784
262	0.2288160888
263	0.2288090984
264	0.2287773534
265	0.2287769468
266	0.2287374324
267	0.2287155294
268	0.228691626
269	0.2286805992
270	0.228680445
271	0.2286803
272	0.2283144068
273	0.2282670021
274	0.2282361711
275	0.228235969
276	0.2282357788
277	0.2282355999
278	0.228079484
279	0.2280792676
280	0.2279783871
281	0.2279782036
282	0.2279780309
283	0.2279308333
284	0.2279306738
285	0.2279080647
286	0.2279070136
287	0.227906876
288	0.2278483405
289	0.2278153328
290	0.2277943033
291	0.2277656284
292	0.2277654883
293	0.2277503602
294	0.2277417085
295	0.2277416137
296	0.2277145231
297	0.2274884038
298	0.2274882772
299	0.2274569477
300	0.2274535778
301	0.2274452644
302	0.2274208646
303	0.2274207662
304	0.2273977863
305	0.2273809399
306	0.227369438
307	0.2273347715
308	0.227217393
309	0.2272173142
310	0.2272038526
311	0.2272037819
312	0.2271388686
313	0.2270881618
314	0.227087979
315	0.2270872011
316	0.226968697
317	0.2269678787
318	0.2269539815
319	0.2269539172
320	0.2269538567
321	0.2269526414
322	0.226937623
323	0.2268665907
324	0.2268665354
325	0.2268055451
326	0.2267768689
327	0.226754176
328	0.2267238356
329	0.2267081174
330	0.2266591904
331	0.2266283621
332	0.22661387
333	0.2265804491
334	0.2265031473
335	0.2264736029
336	0.2264735556
337	0.2264316724
338	0.226408448
339	0.2263822586
340	0.2263822145
341	0.2263822133
342	0.2263650001
343	0.2263185702
344	0.2263185653
345	0.2262422639
346	0.2262422013
347	0.2262372292
348	0.2262315829
349	0.2262116313
350	0.2262099757
351	0.2261621223
352	0.2261621204
353	0.2261407065
354	0.226055486
355	0.2260554512
356	0.226010688
357	0.2259609323
358	0.22592419
359	0.2258814889
360	0.2258811593
361	0.2258679222
362	0.2258567808
363	0.2257364583
364	0.225714887
365	0.2257017612
366	0.2256394844
367	0.2256394435
368	0.225638066
369	0.225636687
370	0.2256359497
371	0.2256195275
372	0.2256000762
373	0.2255545227
374	0.2255421507
375	0.2254125513
376	0.2254012684
377	0.2253804677
378	0.225361029
379	0.2253402991
380	0.225320228
381	0.2252131281
382	0.2252117281
383	0.2251910574
384	0.2251539014
385	0.2251337518
386	0.2251114688
387	0.2250562652
388	0.2250428949
389	0.2248431495
390	0.2248352463
391	0.2248123893
392	0.2247922036
393	0.2247921896
394	0.2247805545
395	0.2247153599
396	0.224666373
397	0.2246467093
398	0.2244386944
399	0.2243377486
400	0.2243376523
401	0.2243250314
402	0.2243086294
403	0.2242863097
404	0.224267509
405	0.2242181622
406	0.2241735924
407	0.2241623538
408	0.2241419472
409	0.2240824135
410	0.2240436339
411	0.2240024749
412	0.2239873946
413	0.2239397557
414	0.2239051681
415	0.2238855885
416	0.2238595384
417	0.223859481
418	0.2238363827
419	0.2238363297
420	0.2238328768
421	0.2238084317
422	0.2237209359
423	0.2236325482
424	0.2236157988
425	0.2235744084
426	0.2235058585
427	0.2235058229
428	0.2234721382
429	0.2234648536
430	0.2234482926
431	0.2234365129
432	0.2233934397
433	0.2233667464
434	0.2233396382
435	0.2233259365
436	0.2233040813
437	0.2230850521
438	0.2230792648
439	0.2230600015
440	0.2230271438
441	0.223019613
442	0.222874883
443	0.2228706
444	0.2228361503
445	0.2228258721
446	0.2227439586
447	0.2227327286
448	0.2227324366
449	0.2226660575
450	0.2226444308
451	0.2226247286
452	0.2225927922
453	0.2225714949
454	0.2225581472
455	0.2225320063
456	0.2223791045
457	0.2223391341
458	0.2222145438
459	0.2221968385
460	0.2221681292
461	0.2221510465
462	0.2221116793
463	0.2220944941
464	0.2220709805
465	0.2220053972
466	0.2219489165
467	0.2218841683
468	0.2215385672
469	0.2215325976
470	0.2214935363
471	0.2214811314
472	0.2214662676
473	0.2213905246
474	0.2213781028
475	0.2213587723
476	0.2213260994
477	0.2213172919
478	0.2210354447
479	0.2209801027
480	0.2209491544
481	0.2209244424
482	0.2208693814
483	0.2208464159
484	0.2208331927
485	0.2208051047
486	0.2207447954
487	0.2207247531
488	0.220716696
489	0.2206825639
490	0.2206494624
491	0.2206332281
492	0.2206012688
493	0.2204871086
494	0.2204744358
495	0.2204487762
496	0.2204269897
497	0.2204190345
498	0.2202351877
499	0.2202265998
500	0.2202155864
501	0.2201893801
502	0.2201782096
503	0.2201475587
504	0.2201315588
505	0.2199499406
506	0.219942481
507	0.2199265222
508	0.2198029941
509	0.2197787332
510	0.2197699433
511	0.2197601714
512	0.2197262143
513	0.2196882248
514	0.2196562438
515	0.2196484574
516	0.2196045841
517	0.21949886
518	0.2194919022
519	0.2194810082
520	0.219454539
521	0.2194487617
522	0.2194394741
523	0.2193958228
524	0.2193618928
525	0.2193473223
526	0.2193380988
527	0.2193181932
528	0.2193044386
529	0.2192657899
530	0.2192274647
531	0.2191259305
532	0.2191099161
533	0.2191009003
534	0.2190732478
535	0.2190501006
536	0.2189805173
537	0.2189554035
538	0.2189447884
539	0.2189338137
540	0.218913163
541	0.2188774017
542	0.2188578373
543	0.2188515424
544	0.2187596145
545	0.2187193519
546	0.2186885067
547	0.2186034399
548	0.2185695205
549	0.2184912495
550	0.2184723907
551	0.2183961029
552	0.2183722292
553	0.2183013477
554	0.2182872579
555	0.2182575697
556	0.21823293
557	0.2181637122
558	0.2181570922
559	0.2181469303
560	0.2181218871
561	0.2181091759
562	0.2180954934
563	0.2180327394
564	0.2179964433
565	0.2179516805
566	0.2178944513
567	0.217841618
568	0.2178304859
569	0.2178136568
570	0.2178020738
571	0.2177852131
572	0.2177335531
573	0.217609809
574	0.2175987307
575	0.217565723
576	0.2175549663
577	0.2175338234
578	0.2175078552
579	0.2174925144
580	0.2174545467
581	0.2174229453
582	0.2173688187
583	0.2173618141
584	0.2173367034
585	0.2173266917
586	0.2172556373
587	0.2172295826
588	0.2172224796
589	0.2171444097
590	0.2171263297
591	0.2170930742
592	0.2170761771
593	0.2170242114
594	0.2170085531
595	0.2169623108
596	0.2169390079
597	0.2169152382
598	0.2168995015
599	0.2167641469
600	0.2167569787
601	0.2167514159
602	0.2167098693
603	0.2166757569
604	0.2166704869
605	0.2165997038
606	0.2165872379
607	0.2165739781
608	0.2165355379
609	0.2164938538
610	0.2164787908
611	0.216448661
612	0.2164102538
613	0.2163670314
614	0.2163581372
615	0.2163406621
616	0.2163124535
617	0.2162887745
618	0.2162384421
619	0.2162290576
620	0.216223619
621	0.2162084073
622	0.2161960568
623	0.2159974152
624	0.2159848715
625	0.215904197
626	0.2157225184
627	0.2157043486
628	0.2156654358
629	0.2156535005
630	0.2156487342
631	0.2156204639
632	0.2156093979
633	0.2155984845
634	0.2154332762
635	0.2154120916
636	0.2153939613
637	0.2153820448
638	0.2153558005
639	0.215345907
640	0.2153383248
641	0.2153311929
642	0.2152893429
643	0.2152809505
644	0.2152764562
645	0.2152299416
646	0.2152154678
647	0.2151711467
648	0.2151569395
649	0.2151454912
650	0.215104282
651	0.2150847024
652	0.2150662975
653	0.2150407631
654	0.2150199617
655	0.215014587
656	0.2150066124
657	0.21500239
658	0.2149878103
659	0.2149832201
660	0.2149718665
661	0.214808207
662	0.2147909475
663	0.2147849817
664	0.214774811
665	0.2147587075
666	0.2147511511
667	0.214703555
668	0.2146788201
669	0.2146660145
670	0.2146569558
671	0.2146150007
672	0.2146094914
673	0.2146024658
674	0.2145867363
675	0.2145611143
676	0.2145540938
677	0.2145444819
678	0.2145216165
679	0.2144815617
680	0.2144541595
681	0.2144412585
682	0.2144218473
683	0.2144100358
684	0.2143965387
685	0.2143893069
686	0.2143823007
687	0.2143780064
688	0.2143714184
689	0.2143646271
690	0.2142277654
691	0.2142091001
692	0.2141871299
693	0.2141790503
694	0.2141553643
695	0.2141389198
696	0.2141264638
697	0.214120291
698	0.21408703
699	0.2140623736
700	0.21403365
701	0.2140126126
702	0.213996208
703	0.2139870373
704	0.2139790908
705	0.2139651565
706	0.2139525666
707	0.2139443129
708	0.2139290089
709	0.2139080872
710	0.2139025016
711	0.2138792638
712	0.2138275066
713	0.2138235733
714	0.2138134968
715	0.2137939819
716	0.2137885122
717	0.2136908375
718	0.213668915
719	0.2136641772
720	0.21361538
721	0.2136051852
722	0.2135994986
723	0.2135933199
724	0.213510077
725	0.2135010813
726	0.2134936427
727	0.2134829709
728	0.2134759723
729	0.2134715437
730	0.2134591625
731	0.2134445243
732	0.2134398877
733	0.2134324657
734	0.213427723
735	0.2134172789
736	0.2134080747
737	0.2134035505
738	0.2133982997
739	0.2132734406
740	0.2132187227
741	0.2132116302
742	0.2131823587
743	0.213178184
744	0.2131670108
745	0.2131437354
746	0.2131377099
747	0.2131026348
748	0.2130876142
749	0.2130792896
750	0.2130760576
751	0.2130628403
752	0.2130512396
753	0.2129187257
754	0.2129087091
755	0.2128889894
756	0.2127996492
757	0.2127300517
758	0.2127137205
759	0.2127068432
760	0.212670083
761	0.2126663179
762	0.2126355973
763	0.2126194199
764	0.2126063732
765	0.2125791099
766	0.2125694235
767	0.2125310604
768	0.2125168699
769	0.2124873287
770	0.2124804653
771	0.2124475817
772	0.2124420279
773	0.2124352733
774	0.2124152969
775	0.2122632788
776	0.2122519615
777	0.2122393778
778	0.2122329023
779	0.2122264139
780	0.2122092988
781	0.2122001298
782	0.2121794854
783	0.2121487403
784	0.2121388183
785	0.2121288229
786	0.2121224122
787	0.2120931506
788	0.2120853358
789	0.2120132989
790	0.2120012986
791	0.2119926363
792	0.2119872713
793	0.2119802421
794	0.2119692082
795	0.2119597373
796	0.2119336271
797	0.211926377
798	0.2118962929
799	0.2118709681
800	0.211856719
801	0.2118521274
802	0.2117706336
803	0.2117437946
804	0.2117403099
805	0.2117247423
806	0.2116217412
807	0.2116124491
808	0.2115992586
809	0.2115926164
810	0.2115782486
811	0.2115698023
812	0.2115581777
813	0.2115400781
814	0.2113612535
815	0.2113201751
816	0.2113111905
817	0.2112735692
818	0.2112566949
819	0.2112438905
820	0.2111840994
821	0.2111286141
822	0.2111079359
823	0.2110944454
824	0.2110777647
825	0.2110604722
826	0.2110535608
827	0.2110356192
828	0.211025135
829	0.2110222312
830	0.2110144533
831	0.2110003336
832	0.2109684551
833	0.210945164
834	0.2109353658
835	0.2109263318
836	0.210910985
837	0.2108553069
838	0.2108458911
839	0.2108347879
0.2839	0.839	0.2087044646
