iter	AUC	Logloss
377	0.9322758019	0.2876147825
378	0.9322759509	0.2876133862
379	0.9322777092	0.2876085962
380	0.9322780073	0.2876039654
381	0.9322780073	0.2876030109
382	0.9322783351	0.2876019327
383	0.9322784245	0.2876012611
384	0.9322786033	0.2875774882
385	0.9322782755	0.2875759858
386	0.9322787821	0.2875706126
387	0.9322787821	0.2875693223
388	0.9322785735	0.2875683679
389	0.9322787523	0.2875673781
390	0.9325998724	0.2875499328
391	0.9325998724	0.2875489077
392	0.9325998724	0.2875478118
393	0.9325998724	0.2875466806
394	0.9325999618	0.2875448424
395	0.9325995445	0.2875229784
396	0.932613343	0.2875121613
397	0.9326133728	0.2875111715
398	0.9326133728	0.287510164
399	0.9326133728	0.2874895903
400	0.932612896	0.2874854013
401	0.932612896	0.2874848004
402	0.9326128662	0.2874835631
403	0.9326128662	0.2874827854
404	0.9326128066	0.2874819017
405	0.9326128662	0.2874814775
406	0.9326132536	0.2874618759
407	0.9326132834	0.2874578636
408	0.9327254295	0.2874499629
409	0.9327254295	0.2874492559
410	0.932725966	0.287445933
411	0.932725966	0.2874450139
412	0.932725668	0.2874441125
413	0.9327256978	0.2874432817
414	0.9327256978	0.2874428575
415	0.9327257276	0.2874420445
416	0.932725668	0.2874404891
417	0.932725668	0.2874398705
418	0.9327254295	0.2874355754
419	0.9327255189	0.2874327121
420	0.9327255785	0.2874146305
421	0.9327305555	0.2874091866
422	0.9327307045	0.2874085326
423	0.9327308238	0.2874073838
424	0.9327298701	0.2874067651
425	0.9327487946	0.2873912288
426	0.9327508807	0.2873730058
427	0.9327646196	0.287357876
428	0.9327662885	0.2873397414
429	0.9327713251	0.2873311514
430	0.9327711761	0.2873306211
431	0.9327707887	0.2873298788
432	0.9327732027	0.2873252833
433	0.9327729046	0.2873218366
434	0.9327729046	0.2873214124
435	0.9327709377	0.2873072371
436	0.9327866435	0.287281785
437	0.9327913821	0.2872707028
438	0.9327912927	0.2872700488
439	0.932793349	0.2872547423
440	0.9327923954	0.287251985
441	0.9327923954	0.2872515961
442	0.9327923954	0.287251384
443	0.9327955544	0.2872360951
444	0.9328005612	0.287223917
445	0.9328005016	0.2872234044
446	0.9328005016	0.2872229626
447	0.9328047335	0.2872088402
448	0.9328050315	0.2871956016
449	0.9328050315	0.2871955486
450	0.9328099489	0.2871904229
451	0.9328141212	0.2871854915
452	0.932821542	0.2871752223
453	0.9328211844	0.2871706268
454	0.9328224361	0.2871662611
455	0.9328224957	0.2871635922
456	0.9328224957	0.2871633094
457	0.9328223467	0.2871630973
458	0.9328248203	0.2871519797
459	0.9328351319	0.2871354359
460	0.9328351319	0.2871328907
461	0.9328531623	0.2871140137
462	0.9328699708	0.2870968866
463	0.9329057336	0.2870804665
464	0.9329057038	0.2870803075
465	0.9329060018	0.287078593
466	0.9329059124	0.2870783809
467	0.9329157472	0.2870681294
468	0.9329277277	0.2870459472
469	0.9329283834	0.2870438969
470	0.9329299629	0.2870326026
471	0.9329311848	0.2870279717
472	0.9329927862	0.2870206543
473	0.9329945743	0.2870112335
474	0.9329946637	0.2870026081
475	0.9330032468	0.2869862056
476	0.9330032468	0.2869860112
477	0.9330051541	0.2869760778
478	0.9330071807	0.286966445
479	0.9330071807	0.2869664803
480	0.9330075085	0.2869641472
481	0.9330180883	0.2869486816
482	0.9330181479	0.2869485932
483	0.9330181479	0.2869483104
484	0.9330181181	0.2869395789
485	0.9330181479	0.2869384477
486	0.9330181479	0.2869382886
487	0.9330182076	0.2869358318
488	0.9330181479	0.2869295042
489	0.9330182076	0.286928479
490	0.9330182076	0.2869283553
491	0.9330182672	0.2869256864
492	0.9330182672	0.286925545
493	0.9330182672	0.2869254212
494	0.9330182672	0.2869252975
495	0.9330230951	0.2869168488
496	0.9330250621	0.2869082234
497	0.933033675	0.2868962751
498	0.9330336452	0.2868962574
499	0.9330336452	0.286896063
500	0.9330350757	0.286887632
501	0.9330366254	0.2868792894
502	0.9330366254	0.2868791834
503	0.9330379367	0.2868754893
504	0.9330378771	0.2868747469
505	0.9330378771	0.2868746939
506	0.9330378473	0.2868744641
507	0.9330378473	0.2868744641
508	0.9330378473	0.2868743758
509	0.9330378473	0.2868743404
510	0.9330378473	0.2868742167
511	0.9330401421	0.2868705933
512	0.9330409467	0.2868604125
513	0.9330408275	0.2868597055
514	0.9330408275	0.2868597055
515	0.9330408275	0.2868595111
516	0.9330408275	0.2868594934
517	0.9330408275	0.2868593697
518	0.9330410063	0.2868581678
519	0.9330422282	0.2868559407
520	0.9330423176	0.2868527769
521	0.9330421984	0.2868525294
522	0.93304196	0.2868474214
523	0.93304196	0.2868473153
524	0.933045119	0.2868434091
525	0.9330418706	0.2868373819
526	0.9330418706	0.286836781
527	0.9330419898	0.2868324683
528	0.9330419898	0.2868323269
529	0.9330419898	0.2868322915
530	0.9330419898	0.286831832
531	0.9330481291	0.2868217395
532	0.9330481291	0.2868216158
533	0.9330494106	0.2868188055
534	0.9330494106	0.2868186818
535	0.9330488741	0.2868180101
536	0.9330563843	0.2868072107
537	0.9330562651	0.2868070869
538	0.9330562651	0.2868071046
539	0.9330562651	0.2868071223
540	0.9330562651	0.2868070162
541	0.9330562651	0.2868069102
542	0.9330562651	0.2868068925
543	0.9330564439	0.2868003351
544	0.9330589175	0.2867949619
545	0.9330589175	0.2867944493
546	0.9330589175	0.28679452
547	0.9330589175	0.28679452
548	0.9330589175	0.2867943963
549	0.9330589175	0.2867939898
550	0.9330588877	0.2867934242
551	0.9330588877	0.2867933004
552	0.9330588579	0.2867926995
553	0.9330663681	0.2867873616
554	0.9330674112	0.2867837913
555	0.9330702722	0.2867721434
556	0.9330702722	0.2867703052
557	0.9330702722	0.2867702345
558	0.9330831766	0.2867568192
559	0.9330838919	0.2867499082
560	0.9330838919	0.2867499259
561	0.9330838919	0.286749431
562	0.9330855906	0.2867457369
563	0.9330865443	0.2867413535
564	0.9330864847	0.2867407349
565	0.9330865741	0.2867407172
566	0.9330957532	0.2867309606
567	0.9330957532	0.2867309076
568	0.9331024289	0.286725499
569	0.9331024289	0.2867254283
570	0.9331029654	0.286724686
571	0.9331029654	0.286724686
572	0.9331034422	0.2867240674
573	0.9331034422	0.2867191714
574	0.9331034422	0.2867191007
575	0.9331070185	0.2867159722
576	0.9331070185	0.2867159369
577	0.9331070185	0.2867160076
578	0.9331070483	0.2867159369
579	0.933110714	0.2867129851
580	0.9331118464	0.2867080184
581	0.9331121445	0.2867079477
582	0.933118701	0.2866990572
583	0.9331193268	0.2866990219
584	0.933119148	0.2866965827
585	0.933119148	0.2866964413
586	0.9331213236	0.2866925705
587	0.9331213236	0.2866924644
588	0.9331213236	0.2866924644
589	0.9331250489	0.2866873563
590	0.9331250489	0.286687321
591	0.9331250191	0.2866862782
592	0.9331250191	0.2866862782
593	0.9331293106	0.2866800389
594	0.9331293106	0.2866800389
595	0.9331293106	0.2866800212
596	0.9331292808	0.2866793142
597	0.9331292808	0.2866785895
598	0.9331383705	0.2866714311
599	0.9331384897	0.2866673482
600	0.9331404269	0.2866624346
601	0.9331404269	0.2866623462
602	0.9331409037	0.2866585991
603	0.933150351	0.2866470573
604	0.933150351	0.286647075
605	0.933150351	0.2866449186
606	0.9331610501	0.2866362402
607	0.9331718087	0.2866264836
608	0.9331717491	0.2866259003
609	0.9331717491	0.2866258473
610	0.9331800044	0.2866167269
611	0.9331800044	0.2866166739
612	0.9331800044	0.2866151008
613	0.9331900775	0.2866058922
614	0.9331900775	0.2866059629
615	0.9331901371	0.2866044782
616	0.9331901371	0.2866045135
617	0.9331901371	0.2866044958
618	0.9331901371	0.2866044251
619	0.9331920743	0.2866003245
620	0.9331976771	0.2865914693
621	0.9331976473	0.2865909568
622	0.9331976473	0.2865909214
623	0.9331976473	0.2865909568
624	0.9331978858	0.2865905149
625	0.9331961572	0.2865867501
626	0.9331960976	0.2865862022
627	0.933196038	0.2865858487
628	0.9331960082	0.2865853008
629	0.9331960082	0.2865847705
630	0.9331960082	0.2865848059
631	0.9332033396	0.2865758093
632	0.9332033396	0.2865757209
633	0.9332033098	0.2865752613
634	0.9332041442	0.2865720975
635	0.9332089126	0.2865661941
636	0.9332089126	0.2865661587
637	0.9332106709	0.2865609269
638	0.9332106709	0.2865609623
639	0.9332106709	0.286557657
640	0.9332105517	0.2865572505
641	0.9332105815	0.2865572682
642	0.9332105815	0.2865571975
643	0.9332105517	0.2865568086
644	0.9332105517	0.2865567909
645	0.9332105517	0.2865568616
646	0.9332105517	0.2865567909
647	0.9332105517	0.2865567202
648	0.9332105517	0.2865567202
649	0.9332116246	0.2865548997
650	0.9332116246	0.2865548467
651	0.9332116246	0.286554882
652	0.9332220256	0.2865498093
653	0.9332230091	0.2865466278
654	0.9332240522	0.2865417318
655	0.9332240522	0.2865416788
656	0.9332240522	0.2865411485
657	0.9332290292	0.2865350153
658	0.9332351983	0.2865268671
659	0.9332371056	0.2865233321
660	0.9332371056	0.2865233498
661	0.9332371056	0.2865232968
662	0.9332371056	0.2865228372
663	0.9332382083	0.286518118
664	0.9332382083	0.2865177115
665	0.9332382083	0.2865176584
666	0.9332419336	0.2865156965
667	0.9332326055	0.2865142648
668	0.9332326055	0.2865142648
669	0.9332326055	0.2865142472
670	0.9332416654	0.2865070711
671	0.9332419336	0.2865055334
672	0.9332419336	0.2865056041
673	0.9332419336	0.2865055687
674	0.9332419336	0.2865055334
675	0.9332506955	0.2864970317
676	0.9332508147	0.2864954763
677	0.9332508147	0.286494893
678	0.9332508147	0.2864945042
679	0.9332512319	0.2864928604
680	0.9332512319	0.2864928427
681	0.9332512319	0.2864928604
682	0.9332512319	0.286492825
683	0.9332559705	0.2864850657
684	0.9332559705	0.286484995
685	0.9332559705	0.2864845708
686	0.9332559705	0.2864845885
687	0.9332559705	0.2864846238
688	0.9332560301	0.286483581
689	0.9332560301	0.2864831214
690	0.9332560301	0.2864831038
691	0.9332560301	0.2864826619
692	0.9332560301	0.2864823614
693	0.9332614839	0.2864735946
694	0.9332618415	0.2864735946
695	0.933262974	0.2864720392
696	0.933262974	0.2864720215
697	0.933262974	0.2864720392
698	0.9332655668	0.2864711908
699	0.9332655668	0.2864711908
700	0.9332655072	0.2864707666
701	0.9332655072	0.2864703601
702	0.9332655072	0.2864699005
703	0.9332655072	0.2864699359
704	0.9332655072	0.2864698829
705	0.9332646728	0.2864691935
706	0.9332646728	0.2864687693
707	0.9332646728	0.28646884
708	0.933265686	0.2864664009
709	0.9332716465	0.2864578638
710	0.9332780838	0.2864531093
711	0.9332780838	0.2864530739
712	0.9332817197	0.2864491854
713	0.9332817197	0.2864487789
714	0.9332827032	0.2864451908
715	0.9332827032	0.2864452085
716	0.9332815111	0.2864445722
717	0.9332815111	0.2864445722
718	0.9332815111	0.2864445722
719	0.9332815111	0.2864445369
720	0.9332815111	0.2864444485
721	0.9332826436	0.2864405423
722	0.9332826436	0.2864405246
723	0.9332826436	0.2864405246
724	0.9332815707	0.2864377673
725	0.9332815707	0.2864378027
726	0.9332815707	0.2864377673
727	0.9332815707	0.2864377673
728	0.9332815707	0.286437732
729	0.9332815707	0.2864377497
730	0.9332816005	0.2864376966
731	0.9332816005	0.2864377497
732	0.9332816005	0.286437732
733	0.9332816005	0.286437732
734	0.9332816005	0.286437732
735	0.933282882	0.2864349393
736	0.9332838058	0.2864322351
737	0.9332840443	0.286431316
738	0.9332840443	0.2864312983
739	0.9332840443	0.2864312629
740	0.9332840443	0.2864311569
741	0.9332840443	0.2864311746
742	0.9332842529	0.2864301317
743	0.9332873225	0.2864291066
744	0.9332873225	0.2864291419
745	0.9332873523	0.2864287001
746	0.9332888424	0.28642718
747	0.9332891703	0.2864259427
748	0.9332891703	0.2864259251
749	0.9332888722	0.2864233092
750	0.9332889318	0.2864204988
751	0.9332889318	0.2864204988
752	0.9332948923	0.2864143126
753	0.9332948923	0.2864143479
754	0.9332948923	0.2864143303
755	0.9332948923	0.2864142596
756	0.9332948923	0.2864143303
757	0.9332950115	0.2864127042
758	0.9332950115	0.2864127395
759	0.9332949817	0.2864127218
760	0.9332949817	0.2864127395
761	0.9332949817	0.2864126511
762	0.9332949817	0.2864126511
763	0.9332949817	0.2864127042
764	0.9332949817	0.2864126865
765	0.9332949817	0.2864126865
766	0.9332949817	0.2864127395
767	0.9332949817	0.2864126688
768	0.9332949817	0.2864127395
769	0.9332949817	0.2864126865
770	0.9333005548	0.2864058639
771	0.9333005548	0.2864057932
772	0.9333020449	0.286403248
773	0.9333020449	0.2864031773
774	0.9333020449	0.2864032127
775	0.9333020449	0.2864031773
776	0.9333020449	0.286403142
777	0.9333080649	0.2863989883
778	0.9333081841	0.2863978925
779	0.9333081841	0.2863978748
780	0.9333081841	0.2863978395
781	0.9333081841	0.2863978571
782	0.9333081841	0.2863978925
783	0.9333081841	0.2863978925
784	0.9333082139	0.2863977688
785	0.9333082139	0.2863977334
786	0.9333145022	0.286389762
787	0.9333186448	0.2863851134
788	0.9333212376	0.2863807831
789	0.9333212376	0.2863807831
790	0.9333212376	0.2863808184
791	0.9333212376	0.2863808184
792	0.9333220124	0.2863792277
793	0.9333220124	0.2863791923
794	0.9333220124	0.286379157
795	0.9333220124	0.2863791216
796	0.9333220124	0.2863791393
797	0.9333223104	0.2863790686
798	0.9333223104	0.2863790686
799	0.9333223403	0.2863790863
800	0.9333223403	0.2863790509
801	0.9333223403	0.2863789802
802	0.9333223403	0.2863789449
803	0.9333223403	0.2863789095
804	0.9333223701	0.2863788035
805	0.9333223701	0.2863787328
806	0.9333226383	0.2863770713
807	0.9333226383	0.2863770006
808	0.9333226383	0.286377036
809	0.9333226383	0.2863770183
810	0.9333226383	0.2863770006
811	0.9333226383	0.2863770006
812	0.9333226383	0.2863766825
813	0.9333226681	0.2863766294
814	0.9333226681	0.2863766825
815	0.9333248734	0.2863759401
816	0.9333248734	0.2863759755
817	0.9333248734	0.2863759401
818	0.9333248734	0.2863759224
819	0.9333773851	0.2863661658
820	0.9333816767	0.286362295
821	0.9333816767	0.2863623127
822	0.9333816767	0.2863623127
823	0.9333873689	0.2863584595
824	0.9333873689	0.2863584418
825	0.9333873689	0.2863584418
826	0.9333875477	0.2863570278
827	0.9333875477	0.2863570455
828	0.9333875477	0.2863570455
829	0.9333885908	0.2863566036
830	0.9333885908	0.2863565683
831	0.9333885908	0.2863565683
832	0.9333885908	0.2863565683
833	0.9333885908	0.286356586
834	0.9333885908	0.2863565683
835	0.9333886206	0.2863565329
836	0.9333886206	0.2863565153
837	0.9333886206	0.2863565153
838	0.9333886206	0.2863564799
839	0.9333886206	0.2863564446
840	0.9333886504	0.2863548892
841	0.9333952665	0.2863479782
842	0.9333952665	0.2863479782
843	0.9333953261	0.2863479429
844	0.9333953261	0.2863479605
845	0.9333953261	0.2863479782
846	0.9333953261	0.2863479605
847	0.9333953857	0.2863479959
848	0.9333953857	0.2863479429
849	0.9333953857	0.2863479429
850	0.9333953857	0.2863479605
851	0.9333953857	0.2863479605
852	0.9333953857	0.2863479605
853	0.9333953857	0.2863479605
854	0.9333953857	0.2863479605
855	0.9333953857	0.2863479429
856	0.9333987832	0.2863444962
857	0.9333987832	0.2863445139
858	0.9334043562	0.2863392291
859	0.9334043562	0.2863392114
860	0.9334041476	0.2863376914
861	0.9334042072	0.2863377267
862	0.9334054887	0.2863366839
863	0.9334054887	0.2863366485
864	0.9334054887	0.2863366485
865	0.9334055483	0.2863366309
866	0.9334055483	0.2863366309
867	0.9334055483	0.2863366485
868	0.9334055483	0.2863366662
869	0.9334055483	0.2863366662
870	0.9334055483	0.2863366485
871	0.9334055781	0.2863366132
872	0.9334071577	0.2863350931
873	0.9334071577	0.2863351108
874	0.9334071577	0.2863339973
875	0.9334072173	0.286334015
876	0.9334072173	0.2863339973
877	0.9334121048	0.2863290836
878	0.9334121048	0.2863291013
879	0.9334121048	0.2863290836
880	0.9334121048	0.2863290306
881	0.9334214628	0.2863210945
882	0.9334214628	0.2863210945
